tod_main_mode,trip_purpose_main_mode,model_type_main_mode,main_mode_utility_lhs,main_mode_utility_equation,main_mode_comments,tod_access_mode,trip_purpose_access_mode,model_type_access_mode,access_transit_mode,access_mode_utility_lhs,access_mode_utility_equation,access_mode_comments,tod_egress_mode,trip_purpose_egress_mode,model_type_egress_mode,egress_transit_mode,egress_mode_utility_lhs,egress_mode_utility_equation,egress_mode_comments
,,,,,,PM,HBO,MNL,Bus_and_Metro,V_access_App_Based_Two_Wheeler,0.284 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,,,,,,,
,,,,,,PM,HBO,MNL,Bus_and_Metro,V_access_App_Based_Car,0.122 - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,,,,,,,
,,,,,,PM,NHB,MNL,Bus,V_access_Walk,1.155 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,,,,,,,
,,,,,,PM,NHB,MNL,Bus,V_access_Bicycle,0.295 - 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,,,,,,,
,,,,,,PM,NHB,MNL,Bus,V_access_Own_Two_Wheeler,0.310 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,,,,,,,
,,,,,,PM,NHB,MNL,Bus,V_access_Own_Car,0.133 - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,,,,,,,
,,,,,,PM,NHB,MNL,Bus,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,,,,,,,
,,,,,,PM,NHB,MNL,Bus,V_access_App_Based_Two_Wheeler,0.310 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,,,,,,,
,,,,,,PM,NHB,MNL,Bus,V_access_App_Based_Car,0.133 - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,,,,,,,
,,,,,,PM,NHB,MNL,Metro,V_access_Walk,0.057 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,,,,,,,
,,,,,,PM,NHB,MNL,Metro,V_access_Bicycle,0.014- 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,,,,,,,
,,,,,,PM,NHB,MNL,Metro,V_access_Own_Two_Wheeler,0.758 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,,,,,,,
,,,,,,PM,NHB,MNL,Metro,V_access_Own_Car,(-0.217) - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,,,,,,,
,,,,,,PM,NHB,MNL,Metro,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,,,,,,,
,,,,,,PM,NHB,MNL,Metro,V_access_App_Based_Two_Wheeler,0.758 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,,,,,,,
,,,,,,PM,NHB,MNL,Metro,V_access_App_Based_Car,(-0.217) - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,,,,,,,
,,,,,,PM,NHB,MNL,Bus_and_Metro,V_access_Walk,1.155 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,,,,,,,
,,,,,,PM,NHB,MNL,Bus_and_Metro,V_access_Bicycle,0.295 - 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,,,,,,,
,,,,,,PM,NHB,MNL,Bus_and_Metro,V_access_Own_Two_Wheeler,0.310 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,,,,,,,
,,,,,,PM,NHB,MNL,Bus_and_Metro,V_access_Own_Car,0.133 - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,,,,,,,
,,,,,,PM,NHB,MNL,Bus_and_Metro,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,,,,,,,
,,,,,,PM,NHB,MNL,Bus_and_Metro,V_access_App_Based_Two_Wheeler,0.310 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,,,,,,,
,,,,,,PM,NHB,MNL,Bus_and_Metro,V_access_App_Based_Car,0.133 - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,,,,,,,
,,,,,,OP,HBW,MNL,Bus,V_access_Walk,0.963 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,,,,,,,
,,,,,,OP,HBW,MNL,Bus,V_access_Bicycle,0.246 - 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,,,,,,,
,,,,,,OP,HBW,MNL,Bus,V_access_Own_Two_Wheeler,0.259 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,,,,,,,
,,,,,,OP,HBW,MNL,Bus,V_access_Own_Car,0.111 - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,,,,,,,
,,,,,,OP,HBW,MNL,Bus,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,,,,,,,
,,,,,,OP,HBW,MNL,Bus,V_access_App_Based_Two_Wheeler,0.259 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,,,,,,,
,,,,,,OP,HBW,MNL,Bus,V_access_App_Based_Car,0.111 - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,,,,,,,
,,,,,,OP,HBW,MNL,Metro,V_access_Walk,0.048 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,,,,,,,
,,,,,,OP,HBW,MNL,Metro,V_access_Bicycle,0.012- 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,,,,,,,
,,,,,,OP,HBW,MNL,Metro,V_access_Own_Two_Wheeler,0.632 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,,,,,,,
,,,,,,OP,HBW,MNL,Metro,V_access_Own_Car,(-0.271) - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,,,,,,,
,,,,,,OP,HBW,MNL,Metro,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,,,,,,,
,,,,,,OP,HBW,MNL,Metro,V_access_App_Based_Two_Wheeler,0.632 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,,,,,,,
,,,,,,OP,HBW,MNL,Metro,V_access_App_Based_Car,(-0.271) - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,,,,,,,
,,,,,,OP,HBW,MNL,Bus_and_Metro,V_access_Walk,0.963 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,,,,,,,
,,,,,,OP,HBW,MNL,Bus_and_Metro,V_access_Bicycle,0.246 - 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,,,,,,,
,,,,,,OP,HBW,MNL,Bus_and_Metro,V_access_Own_Two_Wheeler,0.259 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,,,,,,,
,,,,,,OP,HBW,MNL,Bus_and_Metro,V_access_Own_Car,0.111 - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,,,,,,,
,,,,,,OP,HBW,MNL,Bus_and_Metro,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,,,,,,,
,,,,,,OP,HBW,MNL,Bus_and_Metro,V_access_App_Based_Two_Wheeler,0.259 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,,,,,,,
,,,,,,OP,HBW,MNL,Bus_and_Metro,V_access_App_Based_Car,0.111 - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,,,,,,,
,,,,,,OP,HBE,MNL,Bus,V_access_Walk,0.866 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,,,,,,,
,,,,,,OP,HBE,MNL,Bus,V_access_Bicycle,0.221 - 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,,,,,,,
,,,,,,OP,HBE,MNL,Bus,V_access_Own_Two_Wheeler,0.233 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,,,,,,,
,,,,,,OP,HBE,MNL,Bus,V_access_Own_Car,0.111 - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,,,,,,,
,,,,,,OP,HBE,MNL,Bus,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,,,,,,,
,,,,,,OP,HBE,MNL,Bus,V_access_App_Based_Two_Wheeler,0.233 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,,,,,,,
,,,,,,OP,HBE,MNL,Bus,V_access_App_Based_Car,0.099 - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,,,,,,,
,,,,,,OP,HBE,MNL,Metro,V_access_Walk,0.043 -  0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,,,,,,,
,,,,,,OP,HBE,MNL,Metro,V_access_Bicycle,0.010- 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,,,,,,,
,,,,,,OP,HBE,MNL,Metro,V_access_Own_Two_Wheeler,0.568 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,,,,,,,
,,,,,,OP,HBE,MNL,Metro,V_access_Own_Car,(-0.243) - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,,,,,,,
,,,,,,OP,HBE,MNL,Metro,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,,,,,,,
,,,,,,OP,HBE,MNL,Metro,V_access_App_Based_Two_Wheeler,0.568 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,,,,,,,
,,,,,,OP,HBE,MNL,Metro,V_access_App_Based_Car,(-0.243) - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,,,,,,,
,,,,,,OP,HBE,MNL,Bus_and_Metro,V_access_Walk,0.866 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,,,,,,,
,,,,,,OP,HBE,MNL,Bus_and_Metro,V_access_Bicycle,0.221 - 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,,,,,,,
,,,,,,OP,HBE,MNL,Bus_and_Metro,V_access_Own_Two_Wheeler,0.233 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,,,,,,,
,,,,,,OP,HBE,MNL,Bus_and_Metro,V_access_Own_Car,0.111 - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,,,,,,,
,,,,,,OP,HBE,MNL,Bus_and_Metro,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,,,,,,,
,,,,,,OP,HBE,MNL,Bus_and_Metro,V_access_App_Based_Two_Wheeler,0.233 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,,,,,,,
,,,,,,OP,HBE,MNL,Bus_and_Metro,V_access_App_Based_Car,0.099 - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,,,,,,,
,,,,,,OP,HBO,MNL,Bus,V_access_Walk,1.059 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,,,,,,,
,,,,,,OP,HBO,MNL,Bus,V_access_Bicycle,0.270 - 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,,,,,,,
,,,,,,OP,HBO,MNL,Bus,V_access_Own_Two_Wheeler,0.284 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,,,,,,,
,,,,,,OP,HBO,MNL,Bus,V_access_Own_Car,0.122 - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,,,,,,,
,,,,,,OP,HBO,MNL,Bus,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,,,,,,,
,,,,,,OP,HBO,MNL,Bus,V_access_App_Based_Two_Wheeler,0.284 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,,,,,,,
,,,,,,OP,HBO,MNL,Bus,V_access_App_Based_Car,0.122 - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,,,,,,,
,,,,,,OP,HBO,MNL,Metro,V_access_Walk,0.053 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,,,,,,,
,,,,,,OP,HBO,MNL,Metro,V_access_Bicycle,0.013- 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,,,,,,,
,,,,,,OP,HBO,MNL,Metro,V_access_Own_Two_Wheeler,0.695 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,,,,,,,
,,,,,,OP,HBO,MNL,Metro,V_access_Own_Car,(-0.243) - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,,,,,,,
,,,,,,OP,HBO,MNL,Metro,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,,,,,,,
,,,,,,OP,HBO,MNL,Metro,V_access_App_Based_Two_Wheeler,0.695 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,,,,,,,
,,,,,,OP,HBO,MNL,Metro,V_access_App_Based_Car,(-0.243) - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,,,,,,,
,,,,,,OP,HBO,MNL,Bus_and_Metro,V_access_Walk,1.059 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,,,,,,,
,,,,,,OP,HBO,MNL,Bus_and_Metro,V_access_Bicycle,0.270 - 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,,,,,,,
,,,,,,OP,HBO,MNL,Bus_and_Metro,V_access_Own_Two_Wheeler,0.284 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,,,,,,,
,,,,,,OP,HBO,MNL,Bus_and_Metro,V_access_Own_Car,0.122 - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,,,,,,,
,,,,,,OP,HBO,MNL,Bus_and_Metro,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,,,,,,,
,,,,,,OP,HBO,MNL,Bus_and_Metro,V_access_App_Based_Two_Wheeler,0.284 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,,,,,,,
,,,,,,OP,HBO,MNL,Bus_and_Metro,V_access_App_Based_Car,0.122 - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,,,,,,,
,,,,,,OP,NHB,MNL,Bus,V_access_Walk,1.155 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,,,,,,,
,,,,,,OP,NHB,MNL,Bus,V_access_Bicycle,0.295 - 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,,,,,,,
,,,,,,OP,NHB,MNL,Bus,V_access_Own_Two_Wheeler,0.310 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,,,,,,,
,,,,,,OP,NHB,MNL,Bus,V_access_Own_Car,0.133 - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,,,,,,,
,,,,,,OP,NHB,MNL,Bus,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,,,,,,,
,,,,,,OP,NHB,MNL,Bus,V_access_App_Based_Two_Wheeler,0.310 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,,,,,,,
,,,,,,OP,NHB,MNL,Bus,V_access_App_Based_Car,0.133 - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,,,,,,,
,,,,,,OP,NHB,MNL,Metro,V_access_Walk,0.057 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,,,,,,,
,,,,,,OP,NHB,MNL,Metro,V_access_Bicycle,0.014- 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,,,,,,,
,,,,,,OP,NHB,MNL,Metro,V_access_Own_Two_Wheeler,0.758 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,,,,,,,
,,,,,,OP,NHB,MNL,Metro,V_access_Own_Car,(-0.217) - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,,,,,,,
,,,,,,OP,NHB,MNL,Metro,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,,,,,,,
,,,,,,OP,NHB,MNL,Metro,V_access_App_Based_Two_Wheeler,0.758 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,,,,,,,
,,,,,,OP,NHB,MNL,Metro,V_access_App_Based_Car,(-0.217) - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,,,,,,,
,,,,,,OP,NHB,MNL,Bus_and_Metro,V_access_Walk,1.155 - 0.019*ivtt_access_Walk - 0*ovtt_access_Walk - 0*cost_access_Walk,,,,,,,,
,,,,,,OP,NHB,MNL,Bus_and_Metro,V_access_Bicycle,0.295 - 0.019*ivtt_access_Bicycle - 0*ovtt_access_Bicycle - 0*cost_access_Bicycle,,,,,,,,
,,,,,,OP,NHB,MNL,Bus_and_Metro,V_access_Own_Two_Wheeler,0.310 - 0.007*ivtt_access_Own_Two_Wheeler - 0.007*ovtt_access_Own_Two_Wheeler - 0.002*cost_access_Own_Two_Wheeler,,,,,,,,
,,,,,,OP,NHB,MNL,Bus_and_Metro,V_access_Own_Car,0.133 - 0.007*ivtt_access_Own_Car - 0.007*ovtt_access_Own_Car - 0.002*cost_access_Own_Car,,,,,,,,
,,,,,,OP,NHB,MNL,Bus_and_Metro,V_access_Auto_Rickshaw,(- 0.007)*ivtt_access_Auto_Rickshaw - 0.007*ovtt_access_Auto_Rickshaw - 0.002*cost_access_Auto_Rickshaw,,,,,,,,
,,,,,,OP,NHB,MNL,Bus_and_Metro,V_access_App_Based_Two_Wheeler,0.310 - 0.007*ivtt_access_App_Based_Two_Wheeler - 0.007*ovtt_access_App_Based_Two_Wheeler - 0.002*cost_access_App_Based_Two_Wheeler,,,,,,,,
,,,,,,OP,NHB,MNL,Bus_and_Metro,V_access_App_Based_Car,0.133 - 0.007*ivtt_access_App_Based_Car - 0.007*ovtt_access_App_Based_Car - 0.002*cost_access_App_Based_Car,,,,,,,,
